speaker,vowel,context,word,F1,F2
ral139,i,oral,SIX,-0.8885009239524907,0.3967894424887482
ral139,i,oral,DID,-1.0644197100079351,0.9800042142604863
ral139,e,nasal,ANYWAY,-0.41876597263275717,1.4422417466588557
ral139,i,oral,DID,-1.1876158478329077,0.8306317186169262
ral139,e,oral,NEXT,0.4042637094173004,0.5092067275584424
ral139,i,oral,SIXTY,-1.4869294751614295,0.9763319680033211
ral139,e,nasal,THEN,0.2386775026633052,0.5150771493920795
ral139,i,nasal,IN,-1.0459402893341896,1.734961150777528
ral139,i,oral,THIS,-1.1467491720060217,0.22778853199175014
ral139,i,oral,IT,-0.9108219446229293,0.8512428472574941
ral139,i,oral,IT,-0.8857190756790239,0.3183533657423986
ral139,e,oral,DECORATED,-0.2620551865607763,0.531162622434028
ral139,e,nasal,ANYWAY,-0.6191252828050917,1.4902136960042167
ral139,e,oral,MYSELF,0.28411435779660155,-0.3394700711837136
ral139,i,oral,IT,-0.4756613932734301,0.8854309426939178
ral139,e,oral,ERRANDS,-0.583491131111632,1.4335007661312371
ral139,e,oral,GET,-0.1165380280653652,0.9941242597281775
ral139,e,oral,GET,-0.3496834071749907,1.1923479749476855
ral139,i,oral,SHIFT,-1.030573889347419,0.9279721053209352
ral139,i,oral,IT,-1.0182542755649215,1.0155112150427938
ral139,e,oral,ELSE,-0.02659160055659551,1.0642331301730676
ral139,i,oral,IT,-0.2169495038409884,0.8422691187276605
ral139,e,oral,READY,-0.8522706619147168,1.0383205192598324
ral139,e,oral,WHATEVER,-0.20853772453788483,0.4126421675284822
ral139,i,oral,IT,-0.7736503309479199,0.22685753998289165
ral139,i,oral,IT,-0.4885771174002416,0.781366724814818
ral139,i,nasal,LIMITED,0.14058423378223808,0.09597558007083191
ral139,i,oral,DID,-1.3742646200860111,0.9894175779056134
ral139,i,oral,HIT,0.03533764076939883,0.8800001559755753
ral139,i,nasal,IN,-1.7678961507816084,0.7620486406309982
ral139,e,nasal,WENT,-0.06004001432090223,0.23828805298054592
ral139,i,oral,IT,-1.032494689345765,1.6201646639074174
ral139,i,nasal,DINNER,-0.27894497964968357,0.30296613670709416
ral139,e,oral,GET,0.23682293714766064,0.7970125627414713
ral139,e,nasal,THEN,-0.5789209518052217,0.5475584261455964
ral139,i,oral,DID,-0.9538081238962666,1.3179025916979425
ral139,e,nasal,ANYWAY,-0.6748284827571355,1.5335048244161482
ral139,i,oral,LIVED,-0.8390237653743972,0.9206276128066059
ral139,i,oral,IT,-0.9410911032175596,0.5724107406042978
ral139,i,nasal,DINNER,-0.29278798653431776,0.5612905582762628
ral139,e,nasal,THEN,0.057062551095522815,0.6361061105437177
ral139,e,oral,RESIDENCE,-0.13779929701257843,-0.07002546728651053
ral139,i,oral,NICKEL,-0.42287251056025627,0.5842291669389768
ral139,e,oral,HYSTERICAL,-0.31457913134314325,0.6077884369409305
ral139,e,oral,EVERY,-0.585610634558083,0.4674931133837437
ral139,i,oral,DID,-0.8376990757203653,1.0885682268490706
ral139,e,oral,NEVER,0.6421779712814404,0.4660966253704557
ral139,i,nasal,DINNER,-0.3520016140695468,0.2524856811156419
ral139,e,oral,VERY,-0.8271015584881095,0.8482429841178374
ral139,i,oral,THIS,-1.2327215305526962,0.4021167856505515
ral139,e,oral,DRESS,-0.2761631313762167,0.18227336711421144
ral139,i,oral,IT,-1.094953806533372,0.6249600673265472
ral139,i,oral,IT,-1.1662221099202914,1.131781772593598
ral139,e,oral,RESIDENCE,0.1615143303159436,-0.08774017634396153
ral139,e,nasal,ANYBODY,0.047127378690283106,1.0004084557879735
ral139,i,oral,HIS,-0.8980386894615209,0.9362475898441248
ral139,i,oral,IT,-1.6476143301955062,0.7109992454785773
ral139,e,oral,ELEVENTH,0.3583632129050925,-0.14522893289098945
ral139,i,oral,IT,-0.13561355908342543,0.9488935646311225
ral139,e,oral,EVERYBODY,0.19542638545916186,0.936195868065855
ral139,e,oral,TEST,-0.24384070381783687,0.8324161199672389
ral139,i,nasal,DINNER,-0.4712899174151248,0.4951384038690212
ral139,e,oral,THREATENING,0.44665377834632297,0.7558678881277419
ral139,e,oral,SEVENTIES,-0.03672547640993983,0.594754548816908
ral139,i,nasal,GYM,-0.2780839313745628,1.1797795828280933
ral139,e,oral,GET,-0.022617531594499474,0.923834363059341
ral139,i,oral,DID,-0.7931895033448912,0.6184948450428058
ral139,i,nasal,IN,-0.47572762775613164,1.2462162070158194
ral139,e,oral,GET,-0.20383507626607186,0.7210074095738086
ral139,e,oral,YES,-0.24456928312755455,1.3699605615266282
ral139,e,nasal,ANYWAY,-0.3520678485522483,1.4655165468803244
ral139,i,nasal,IN,-0.46334177949093275,1.5914590769676062
ral139,i,oral,IT,-0.5169254759965258,0.9582810673871153
ral139,i,nasal,IN,-0.607666717297715,0.9032232344187742
ral139,i,nasal,IN,-0.3673017795736156,1.4283544491933795
ral139,i,oral,IT,-0.528582744952007,0.4598900119780638
ral139,e,nasal,THEN,0.19443286821863726,0.6518295311377763
ral139,i,oral,IS,-1.051106578984914,1.2415612469715251
ral139,i,nasal,IN,-0.8211404550449658,1.6455083352596827
ral139,e,oral,GET,-0.3252428830581007,0.687000340361329
ral139,e,oral,ATHLETICS,0.07150166832447162,0.19228153120944275
ral139,i,oral,DID,-1.320548454615015,0.9583327891653851
ral139,e,nasal,EVENTUALLY,-0.18025560042430258,0.936195868065855
ral139,i,oral,MIDDLE,-0.17846726939135954,-0.029087679785860045
ral139,i,nasal,HIM,0.1943003992532342,0.7545748436709936
ral139,i,oral,THIS,-0.9275130342637323,0.22861608044406886
ral139,i,oral,BENEFICIARY,-1.2417294202001135,0.7380497355137511
ral139,i,nasal,BEGINNING,-0.36279783474990723,1.1625562306642057
ral139,e,oral,GET,-0.006853724711519165,0.6993359844787074
ral139,e,nasal,WENT,-0.055801007428000045,0.6390801127942383
ral139,e,oral,SEVENTIES,0.22821245439645244,0.46762241782941844
ral139,e,nasal,WENT,1.9837574184023097,-0.2623787606723822
ral139,e,nasal,THEN,-0.25788241415057567,0.5066982213123508
ral139,i,nasal,IN,-1.4461290338172448,0.9983913064354458
ral139,i,oral,IF,-1.344922744249203,1.7886224957325811
ral139,e,oral,SPECTRUM,0.2806039302134163,0.30136276158072656
ral139,i,oral,IT,-1.3642632131980699,1.246190346126684
ral139,i,oral,IF,-1.0622339720787826,1.1351954099594126
ral139,i,nasal,IN,-0.5202372001316057,0.7147749352922823
ral139,e,oral,EVER,0.2201318475068573,0.5233526339152685
ral139,i,oral,PERMITTED,-0.6046861655761433,0.7971677280762809
ral139,i,oral,BUSINESS,-1.29796249601377,0.49074205271607757
ral139,i,oral,DID,-1.309023654624937,1.1343420006179588
ral139,e,nasal,WENT,-0.4394311312356558,0.40452184834010285
ral139,i,nasal,IN,-0.8267041515918998,1.823586417843054
ral139,e,oral,EVER,0.4684449231551485,0.48029425350555166
